Zeitstempel;Wetter;Temperatur;Passanten;Location Name;GeoPunkt;Passanten ltr;Passanten rtl;Passanten Erwachsene;Passanten Kinder;Passanten Erwachsene ltr;Passanten Erwachsene rtl;Passanten Kinder ltr;Passanten Kinder rtl
2024-01-01T00:00:00+01:00;partly-cloudy-night;5;1197;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T00:00:00+01:00;partly-cloudy-night;5;1346;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T00:00:00+01:00;partly-cloudy-night;5;388;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T01:00:00+01:00;partly-cloudy-night;5;697;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T01:00:00+01:00;partly-cloudy-night;5;772;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T01:00:00+01:00;partly-cloudy-night;5;161;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T02:00:00+01:00;rain;5;243;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T02:00:00+01:00;rain;5;211;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T02:00:00+01:00;rain;5;118;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T03:00:00+01:00;cloudy;6;214;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T03:00:00+01:00;cloudy;6;173;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T03:00:00+01:00;cloudy;6;87;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T04:00:00+01:00;cloudy;5;238;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T04:00:00+01:00;cloudy;5;174;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T04:00:00+01:00;cloudy;5;95;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T05:00:00+01:00;cloudy;5;264;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T05:00:00+01:00;cloudy;5;160;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T05:00:00+01:00;cloudy;5;50;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T06:00:00+01:00;rain;5;187;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T06:00:00+01:00;rain;5;117;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T06:00:00+01:00;rain;5;38;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T07:00:00+01:00;cloudy;5;91;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T07:00:00+01:00;cloudy;5;58;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T07:00:00+01:00;cloudy;5;43;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T08:00:00+01:00;partly-cloudy-night;5;94;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T08:00:00+01:00;partly-cloudy-night;5;25;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T08:00:00+01:00;partly-cloudy-night;5;55;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T09:00:00+01:00;partly-cloudy-day;5;118;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T09:00:00+01:00;partly-cloudy-day;5;113;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T09:00:00+01:00;partly-cloudy-day;5;45;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T10:00:00+01:00;partly-cloudy-day;6;205;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T10:00:00+01:00;partly-cloudy-day;6;178;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T10:00:00+01:00;partly-cloudy-day;6;150;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T11:00:00+01:00;partly-cloudy-day;6;330;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T11:00:00+01:00;partly-cloudy-day;6;291;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T11:00:00+01:00;partly-cloudy-day;6;241;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T12:00:00+01:00;cloudy;7;295;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T12:00:00+01:00;cloudy;7;317;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T12:00:00+01:00;cloudy;7;263;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T13:00:00+01:00;cloudy;7;427;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T13:00:00+01:00;cloudy;7;473;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T13:00:00+01:00;cloudy;7;374;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T14:00:00+01:00;partly-cloudy-day;7;446;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T14:00:00+01:00;partly-cloudy-day;7;532;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T14:00:00+01:00;partly-cloudy-day;7;495;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T15:00:00+01:00;rain;7;605;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T15:00:00+01:00;rain;7;590;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T15:00:00+01:00;rain;7;482;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T16:00:00+01:00;partly-cloudy-day;7;521;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T16:00:00+01:00;partly-cloudy-day;7;616;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T16:00:00+01:00;partly-cloudy-day;7;498;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T17:00:00+01:00;cloudy;6;635;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T17:00:00+01:00;cloudy;6;549;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T17:00:00+01:00;cloudy;6;396;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T18:00:00+01:00;cloudy;6;575;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T18:00:00+01:00;cloudy;6;433;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T18:00:00+01:00;cloudy;6;316;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T19:00:00+01:00;clear-night;6;391;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T19:00:00+01:00;clear-night;6;304;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T19:00:00+01:00;clear-night;6;299;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T20:00:00+01:00;cloudy;6;239;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T20:00:00+01:00;cloudy;6;250;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T20:00:00+01:00;cloudy;6;150;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T21:00:00+01:00;partly-cloudy-night;6;149;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T21:00:00+01:00;partly-cloudy-night;6;129;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T21:00:00+01:00;partly-cloudy-night;6;105;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T22:00:00+01:00;cloudy;5;162;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T22:00:00+01:00;cloudy;5;122;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T22:00:00+01:00;cloudy;5;73;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-01T23:00:00+01:00;cloudy;4,7;64;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-01T23:00:00+01:00;cloudy;4,7;62;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-01T23:00:00+01:00;cloudy;4,7;31;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T00:00:00+01:00;cloudy;5,6;40;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T00:00:00+01:00;cloudy;5,6;19;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T00:00:00+01:00;cloudy;5,6;16;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T01:00:00+01:00;cloudy;6;12;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T01:00:00+01:00;cloudy;6;12;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T01:00:00+01:00;cloudy;6;8;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T02:00:00+01:00;rain;5;5;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T02:00:00+01:00;rain;5;0;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T02:00:00+01:00;rain;5;7;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T03:00:00+01:00;clear-night;6;3;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T03:00:00+01:00;clear-night;6;3;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T03:00:00+01:00;clear-night;6;7;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T04:00:00+01:00;rain;7;7;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T04:00:00+01:00;rain;7;6;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T04:00:00+01:00;rain;7;9;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T05:00:00+01:00;rain;6;26;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T05:00:00+01:00;rain;6;14;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T05:00:00+01:00;rain;6;52;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T06:00:00+01:00;rain;5;89;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T06:00:00+01:00;rain;5;29;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T06:00:00+01:00;rain;5;140;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T07:00:00+01:00;rain;5;179;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T07:00:00+01:00;rain;5;85;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T07:00:00+01:00;rain;5;187;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T08:00:00+01:00;cloudy;5;263;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T08:00:00+01:00;cloudy;5;133;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T08:00:00+01:00;cloudy;5;251;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T09:00:00+01:00;rain;6;469;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T09:00:00+01:00;rain;6;447;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T09:00:00+01:00;rain;6;439;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T10:00:00+01:00;rain;7;1108;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T10:00:00+01:00;rain;7;1320;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T10:00:00+01:00;rain;7;872;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T11:00:00+01:00;rain;7;1478;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T11:00:00+01:00;rain;7;2136;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T11:00:00+01:00;rain;7;991;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T12:00:00+01:00;rain;8;1715;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T12:00:00+01:00;rain;8;2389;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T12:00:00+01:00;rain;8;1020;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T13:00:00+01:00;rain;8;1683;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T13:00:00+01:00;rain;8;2200;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T13:00:00+01:00;rain;8;921;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T14:00:00+01:00;partly-cloudy-day;8;1642;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T14:00:00+01:00;partly-cloudy-day;8;2156;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T14:00:00+01:00;partly-cloudy-day;8;816;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T15:00:00+01:00;rain;8;1707;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T15:00:00+01:00;rain;8;2179;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T15:00:00+01:00;rain;8;765;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T16:00:00+01:00;rain;8;1825;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T16:00:00+01:00;rain;8;2106;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T16:00:00+01:00;rain;8;802;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T17:00:00+01:00;rain;8;1620;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T17:00:00+01:00;rain;8;1741;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T17:00:00+01:00;rain;8;608;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T18:00:00+01:00;rain;8;1208;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T18:00:00+01:00;rain;8;1254;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T18:00:00+01:00;rain;8;404;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T19:00:00+01:00;rain;8;872;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T19:00:00+01:00;rain;8;613;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T19:00:00+01:00;rain;8;293;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T20:00:00+01:00;rain;9;284;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T20:00:00+01:00;rain;9;209;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T20:00:00+01:00;rain;9;141;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T21:00:00+01:00;rain;9;186;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T21:00:00+01:00;rain;9;108;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T21:00:00+01:00;rain;9;79;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T22:00:00+01:00;rain;9,2;128;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T22:00:00+01:00;rain;9,2;107;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T22:00:00+01:00;rain;9,2;79;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-02T23:00:00+01:00;rain;9,3;48;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-02T23:00:00+01:00;rain;9,3;65;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-02T23:00:00+01:00;rain;9,3;51;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T00:00:00+01:00;cloudy;9,7;38;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T00:00:00+01:00;cloudy;9,7;40;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T00:00:00+01:00;cloudy;9,7;22;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T01:00:00+01:00;rain;8,7;16;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T01:00:00+01:00;rain;8,7;28;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T01:00:00+01:00;rain;8,7;5;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T02:00:00+01:00;cloudy;9,7;12;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T02:00:00+01:00;cloudy;9,7;3;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T02:00:00+01:00;cloudy;9,7;2;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T03:00:00+01:00;rain;9;9;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T03:00:00+01:00;rain;9;9;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T03:00:00+01:00;rain;9;13;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T04:00:00+01:00;cloudy;9;21;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T04:00:00+01:00;cloudy;9;3;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T04:00:00+01:00;cloudy;9;4;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T05:00:00+01:00;rain;8,7;38;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T05:00:00+01:00;rain;8,7;15;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T05:00:00+01:00;rain;8,7;69;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T06:00:00+01:00;rain;9;143;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T06:00:00+01:00;rain;9;56;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T06:00:00+01:00;rain;9;146;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T07:00:00+01:00;partly-cloudy-night;9;281;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T07:00:00+01:00;partly-cloudy-night;9;136;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T07:00:00+01:00;partly-cloudy-night;9;302;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T08:00:00+01:00;partly-cloudy-night;9;414;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T08:00:00+01:00;partly-cloudy-night;9;359;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T08:00:00+01:00;partly-cloudy-night;9;387;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T09:00:00+01:00;rain;8;707;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T09:00:00+01:00;rain;8;799;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T09:00:00+01:00;rain;8;643;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T10:00:00+01:00;rain;8,7;1176;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T10:00:00+01:00;rain;8,7;1556;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T10:00:00+01:00;rain;8,7;833;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T11:00:00+01:00;rain;9;1657;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T11:00:00+01:00;rain;9;2431;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T11:00:00+01:00;rain;9;1022;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T12:00:00+01:00;rain;9;1917;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T12:00:00+01:00;rain;9;3196;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T12:00:00+01:00;rain;9;1473;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T13:00:00+01:00;rain;9;2099;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T13:00:00+01:00;rain;9;3470;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T13:00:00+01:00;rain;9;1417;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T14:00:00+01:00;cloudy;9;2169;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T14:00:00+01:00;cloudy;9;3557;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T14:00:00+01:00;cloudy;9;1428;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T15:00:00+01:00;rain;7,5;1671;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T15:00:00+01:00;rain;7,5;2126;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T15:00:00+01:00;rain;7,5;726;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T16:00:00+01:00;rain;9;1768;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T16:00:00+01:00;rain;9;2223;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T16:00:00+01:00;rain;9;682;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T17:00:00+01:00;rain;9,7;1863;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T17:00:00+01:00;rain;9,7;2621;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T17:00:00+01:00;rain;9,7;950;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T18:00:00+01:00;partly-cloudy-night;10,4;1457;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T18:00:00+01:00;partly-cloudy-night;10,4;1691;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T18:00:00+01:00;partly-cloudy-night;10,4;560;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T19:00:00+01:00;rain;8,7;989;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T19:00:00+01:00;rain;8,7;979;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T19:00:00+01:00;rain;8,7;415;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T20:00:00+01:00;rain;9,1;400;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T20:00:00+01:00;rain;9,1;375;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T20:00:00+01:00;rain;9,1;237;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T21:00:00+01:00;rain;7,7;163;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T21:00:00+01:00;rain;7,7;123;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T21:00:00+01:00;rain;7,7;146;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T22:00:00+01:00;cloudy;7,7;182;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T22:00:00+01:00;cloudy;7,7;125;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T22:00:00+01:00;cloudy;7,7;109;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-03T23:00:00+01:00;rain;7,7;35;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-03T23:00:00+01:00;rain;7,7;36;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-03T23:00:00+01:00;rain;7,7;51;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-04T00:00:00+01:00;rain;7,2;31;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-04T00:00:00+01:00;rain;7,2;37;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-04T00:00:00+01:00;rain;7,2;26;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-04T01:00:00+01:00;rain;9;16;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-04T01:00:00+01:00;rain;9;19;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-04T01:00:00+01:00;rain;9;10;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-04T02:00:00+01:00;cloudy;8;8;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-04T02:00:00+01:00;cloudy;8;6;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-04T02:00:00+01:00;cloudy;8;4;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-04T03:00:00+01:00;rain;8;9;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
2024-01-04T03:00:00+01:00;rain;8;3;Schönbornstraße;49.795490162266525, 9.931060093195851;;;;;;;;
2024-01-04T03:00:00+01:00;rain;8;10;Spiegelstraße;49.79512717222457, 9.934114106308467;;;;;;;;
2024-01-04T04:00:00+01:00;rain;8;19;Kaiserstraße;49.798498976405355, 9.933887635731686;;;;;;;;
